GeneID	GSM5226229	GSM5226230	GSM5226231	GSM5226232	GSM5226233	GSM5226234	GSM5530616	GSM5530617	GSM5530618	GSM5530619	GSM5530620	GSM5530621
107985311	3	15	0	30	20	22	16	11	4	0	17	16
105372360	0	0	0	0	0	0	0	1	1	0	0	0
100507527	0	0	0	0	0	0	0	0	0	0	0	0
105372361	0	0	0	0	0	0	0	0	0	0	0	0
105372362	0	0	0	0	0	0	0	0	0	0	0	0
105372363	0	0	0	0	0	0	0	0	0	0	0	0
105372364	0	0	0	0	0	0	0	0	0	0	0	0
100996665	0	0	0	0	0	0	0	0	0	0	0	0
105376899	0	0	0	0	0	0	0	0	0	0	0	0
101927411	0	0	0	0	0	0	0	0	0	0	0	0
107985270	0	1	0	0	0	0	0	0	0	0	0	0
22847	162	372	53	559	838	747	138	256	72	36	139	385
400684	11	2	1	5	5	4	18	2	7	8	7	2
147991	730	432	63	782	555	973	175	372	101	119	214	963
9141	1574	1366	463	891	1871	816	701	571	313	305	498	834
84079	531	650	32	699	1332	633	148	256	58	77	177	549
109616972	1	0	0	2	3	3	0	0	0	0	0	1
388531	0	0	0	2	9	0	0	0	3	0	1	2
390916	220	182	49	248	523	202	102	84	64	85	80	251
105372368	0	3	0	0	0	0	1	1	0	0	0	0
91646	1	1	0	2	6	2	0	1	3	1	0	2
11136	5	10	1	15	8	19	1	6	1	7	9	2
84902	274	320	26	430	519	358	168	145	62	147	124	349
91442	54	36	0	59	40	30	26	11	5	10	29	22
85415	22	25	20	381	741	680	63	23	39	99	156	308
55094	107	214	25	277	374	253	90	99	26	40	98	116
126248	8	22	4	48	25	41	1	12	3	5	7	8
100189006	0	0	0	0	0	0	1	0	0	0	0	0
4037	1573	1314	217	684	650	993	484	544	347	822	465	886
56301	341	55	5	1	2	19	10	5	5	8	2	24
1050	1485	335	70	623	186	496	386	74	127	308	267	130
80054	35	37	11	23	29	31	22	8	18	8	34	8
1054	1059	1366	159	795	1770	927	285	409	128	109	359	702
5184	1548	1493	123	1064	2267	1443	508	595	129	250	686	988
105372370	1	1	0	0	1	2	0	2	0	1	0	0
100996681	0	0	0	0	0	0	0	0	0	0	0	0
64377	15	20	5	64	3	93	7	54	17	47	70	12
79047	412	1310	71	622	683	714	186	332	106	138	191	663
105372371	0	0	0	0	0	0	0	0	0	0	0	0
26065	1637	2164	178	2438	3771	2558	581	1215	205	216	708	1818
9710	315	509	11	1320	627	1207	110	463	28	37	138	750
2821	4182	4114	372	4043	7543	3551	1756	2083	830	2783	2072	3257
84306	90	115	26	89	208	129	68	56	12	8	66	61
10054	1900	3187	114	1660	3433	1951	407	1096	110	128	468	1830
126374	629	2142	39	256	135	544	237	285	146	373	241	659
100129800	27	74	19	69	59	93	34	43	20	3	31	24
105372374	0	0	0	0	0	0	0	0	0	0	0	0
643719	22	37	17	54	78	57	17	17	14	14	21	11
284402	9	5	27	16	18	26	10	3	20	5	12	7
100130342	0	0	0	0	0	0	0	0	0	0	0	0
55900	255	669	50	738	543	933	214	487	89	84	318	313
339318	102	300	44	238	156	303	92	181	36	4	78	82
148103	34	55	4	59	48	90	24	28	2	7	38	31
400685	0	0	0	11	8	26	0	3	0	0	0	1
100652909	0	0	0	0	1	0	0	0	0	0	0	0
105372377	0	0	0	0	0	0	0	0	0	0	0	0
100652911	0	1	0	0	0	0	0	0	0	0	0	0
102723513	0	1	0	3	2	2	1	5	0	0	0	0
90075	17	82	4	74	103	150	40	60	10	22	50	41
126375	60	38	5	140	208	194	40	61	4	6	34	35
57655	1271	866	170	2167	2086	1554	434	663	174	165	635	1309
6324	669	583	24	534	179	579	178	297	68	313	364	302
3249	41	41	474	236	67	680	253	408	501	70	387	33
100128675	1	2	5	14	5	38	5	16	4	3	13	3
5349	162	44	100	3117	1872	1008	204	252	174	2943	401	985
102466205	0	0	0	10	6	5	1	0	0	2	1	1
163175	220	1143	36	147	36	183	120	200	79	221	56	57
5348	1112	3018	231	119	58	211	307	414	266	1023	249	139
53822	18	6	3	16	2	22	7	5	6	65	4	2
53827	2767	1106	115	2305	2538	1966	1114	1046	349	7449	956	1136
105372379	0	0	1	0	1	1	2	0	0	1	0	1
148109	0	0	0	0	0	0	0	0	1	2	1	0
51599	153	182	282	2135	6385	1861	418	350	412	1137	839	684
105372380	1	0	2	10	19	10	8	5	1	1	3	4
7392	2826	1920	447	2758	3804	2560	1398	1143	604	1065	1218	1466
57817	32	11	15	103	47	47	83	2	8	159	20	10
4099	1	4	0	2	0	0	0	1	0	0	0	1
933	53	71	2	336	79	124	75	55	11	88	88	47
100847070	1	2	0	4	1	4	2	2	0	0	2	2
2864	3	6	0	159	6	272	5	177	3	0	44	48
2865	64	8	0	24	7	22	14	39	1	8	19	13
2866	29	2	0	10	4	8	5	15	1	0	10	9
100128682	0	0	0	2	3	0	1	0	0	2	1	0
101927522	1	4	1	59	22	57	10	39	5	9	24	10
2867	52	112	2	75	5	43	3	27	7	58	16	51
388533	0	0	7	1	1	1	1	2	4	5	2	1
93099	59	80	574	502	1181	603	371	294	497	551	338	193
374897	11	1	0	0	3	0	1	0	0	0	1	6
26330	11	26	1	85	44	74	6	41	2	10	14	28
100506469	127	127	24	171	242	198	85	109	20	42	117	85
10430	1526	1121	722	1079	2716	1163	821	571	548	720	640	938
495	0	2	162	1	0	14	13	0	32	1	2	0
102723617	0	0	0	0	0	0	0	0	0	0	0	0
23354	176	234	47	500	787	394	123	134	50	92	176	159
79171	825	1048	180	779	1652	945	558	439	385	1084	590	650
2116	31	10	65	7	8	13	24	4	41	38	12	3
1340	3946	2791	2010	1723	3233	1926	2517	753	2007	4212	1429	1734
11045	26	3	0	3	0	3	1	1	0	0	0	0
100862728	2	2	0	0	0	1	0	0	0	0	0	0
27033	33	15	0	47	19	32	4	18	1	36	15	41
9757	617	641	29	1671	1924	1697	227	618	74	187	426	1087
79713	388	138	36	370	135	268	294	93	88	315	161	151
199746	504	311	50	407	525	462	154	192	83	393	171	177
55851	1231	844	234	887	1119	628	451	285	226	433	453	575
55957	435	252	41	177	218	191	153	95	53	264	86	148
126393	4529	8522	222	789	315	1239	1141	1518	611	3776	940	1467
148137	134	214	19	559	1124	372	80	143	49	136	115	284
115703	78	187	3	516	1394	506	158	270	70	148	234	152
644050	3	0	15	11	1	5	2	7	2	1	4	3
58510	0	0	52	5	2	8	10	40	32	14	12	2
4868	2	6	158	74	7	162	80	197	241	30	108	15
84063	4	9	386	93	15	221	199	219	451	47	154	19
107985317	0	0	17	6	1	17	10	18	11	0	12	3
333	35	93	150	634	378	855	655	1539	197	158	682	220
84807	349	227	15	462	250	281	77	155	31	206	183	453
10870	1218	409	46	440	101	430	341	192	113	1056	205	218
7305	9034	2358	161	3315	872	2599	2485	702	380	2866	1339	1909
79414	188	175	13	265	362	281	99	157	56	157	100	330
105372383	1	2	0	2	3	2	1	2	0	1	3	2
644096	333	178	205	176	196	226	189	114	194	154	159	90
163183	7	16	26	134	278	135	81	135	71	81	90	50
84964	249	210	23	334	198	269	132	107	58	142	137	151
101927572	14	16	1	23	28	22	2	21	0	0	7	12
25999	585	488	23	537	235	550	390	467	97	424	230	357
199745	71	72	19	88	96	87	62	43	27	44	52	36
284403	14	13	1	115	904	88	22	16	4	62	31	10
728361	2	1	1	3	10	1	6	2	2	6	0	0
5438	482	496	335	271	494	343	376	178	301	595	245	220
1155	1244	1506	115	1111	1435	1257	736	496	167	411	685	857
105372385	1	2	0	1	0	4	1	0	0	0	0	0
826	6655	6199	734	3560	6013	3722	2746	1780	1551	6242	2663	3167
1346	1922	2332	212	314	121	333	728	204	361	1344	371	359
147929	62	103	17	100	101	89	29	38	5	12	28	87
7705	958	1578	79	1605	3416	1363	261	731	105	78	512	1187
107985304	65	229	1	340	704	323	3	122	4	1	51	251
100134317	15	11	3	7	9	10	17	14	9	7	18	9
100506930	33	88	25	136	490	169	52	126	33	53	80	84
57677	36	147	25	303	235	256	92	167	48	31	97	78
284406	80	158	13	125	127	163	64	81	28	29	54	93
644189	6	8	0	13	6	8	1	8	0	0	2	3
84924	95	260	13	197	193	230	38	137	14	59	61	124
728752	2	5	1	14	11	13	4	6	2	1	4	3
339324	123	204	24	443	594	399	92	167	28	62	113	265
57711	214	460	35	676	849	706	132	338	40	98	166	597
101927599	54	62	9	64	74	89	45	33	26	22	38	42
84911	33	94	8	109	55	167	23	93	16	6	51	44
92283	42	138	15	141	182	148	71	95	14	24	58	91
163081	73	180	11	237	263	169	14	92	1	4	33	103
101927621	14	14	6	20	21	15	8	8	3	11	5	12
342892	34	56	4	89	161	98	18	45	7	26	27	55
728485	4	1	0	7	37	15	16	26	0	8	10	8
284408	35	38	7	37	61	63	38	37	9	10	33	21
388536	60	100	16	119	134	157	40	66	21	22	54	75
25850	55	98	6	165	130	172	15	70	7	6	49	58
374899	31	107	8	64	115	105	28	41	3	2	39	53
374900	74	153	14	132	227	243	63	104	32	30	44	101
147923	71	178	26	173	196	210	53	118	28	33	78	81
105372390	0	1	2	2	0	0	1	1	0	0	2	0
199704	190	210	50	394	474	344	134	153	35	20	88	137
92285	124	288	23	466	608	543	92	274	11	24	135	273
163087	123	226	26	268	245	266	103	143	45	62	68	140
101927667	4	25	5	14	71	20	32	28	8	7	17	4
284412	17	18	4	15	18	28	22	37	10	17	23	20
284459	448	841	77	848	1323	1006	376	524	126	317	428	582
84503	52	124	10	121	139	173	38	71	15	25	31	81
148266	71	134	14	143	116	156	44	83	8	25	46	65
148268	98	183	22	165	174	248	40	108	22	55	67	111
101927720	7	24	5	30	37	55	28	32	6	9	26	9
390927	8	124	7	151	402	169	36	123	23	44	54	71
100507433	4	19	0	26	45	27	5	24	0	1	11	13
163255	62	247	22	231	67	194	107	248	14	61	85	74
51276	19	83	6	81	72	115	8	33	1	2	24	47
22835	49	141	6	171	297	265	41	111	14	3	49	91
163115	66	126	1	65	32	115	22	70	3	11	36	47
84775	28	119	11	157	159	223	60	109	20	18	79	36
126231	12	12	12	74	57	96	6	14	1	3	2	22
105372394	3	1	2	5	5	4	4	3	1	4	3	3
644554	3	31	0	36	9	45	5	17	0	0	9	19
100631378	3	4	0	21	11	19	2	9	1	0	2	4
105372395	0	0	0	0	0	0	0	0	0	2	0	0
83889	0	0	0	1	0	0	0	2	0	0	0	0
107985301	0	0	0	0	0	0	0	0	0	0	0	0
23094	187	153	40	1466	1546	1490	104	622	59	185	316	556
105372396	0	0	0	1	0	0	0	0	0	0	1	0
109623473	0	0	0	0	0	0	0	0	0	0	0	0
8193	5	17	1	14	9	15	3	31	0	15	7	5
94274	779	4215	99	475	257	262	461	270	108	290	279	179
10653	867	588	719	8235	17769	7745	1605	3563	772	583	3234	2651
90522	827	359	184	1581	3439	1049	391	184	261	5525	435	819
64073	61	27	74	858	2742	453	84	7	127	5005	161	390
9424	604	396	186	915	514	674	629	300	300	1026	295	367
57828	7	20	2	28	33	36	11	20	5	8	19	5
5714	3776	2972	497	2231	3116	2646	1026	1206	418	1022	1106	2300
199720	15	20	1	50	16	18	13	8	1	24	15	28
399473	31	104	4	217	77	161	38	269	2	58	77	118
147965	228	250	143	395	481	340	237	169	78	113	214	137
115727	127	148	11	153	49	183	36	50	11	77	35	102
6261	93	67	5	131	58	118	33	51	10	73	36	78
107985290	0	0	0	2	2	1	0	0	0	0	1	2
11184	208	94	5	622	78	362	133	107	12	199	142	116
105372397	27	8	0	55	5	30	11	10	1	9	12	6
27335	4474	3303	2490	2040	3739	2922	2859	1183	2405	5489	1680	1691
81	3761	16486	295	7828	15517	11773	1471	3093	1017	7344	2730	6772
107985291	7	10	0	16	22	11	0	6	0	0	4	11
147968	495	675	142	749	715	653	533	155	480	3319	368	278
3963	3	4	1	3	9	689	2	1	2	3334	6	0
653499	3	4	1	3	12	945	2	1	3	3646	5	2
3960	76	140	224	2223	3193	7317	520	64	599	2994	2127	301
1891	3296	2618	547	1631	3241	2670	1099	963	623	1206	1503	1116
3191	2902	2400	315	3416	4630	3430	1346	1447	389	427	1470	2599
126432	127	104	37	378	501	376	101	105	45	46	124	86
22933	1532	1099	133	903	990	1257	545	631	193	606	595	847
4793	467	482	57	369	639	644	168	197	101	472	200	418
643669	80	78	39	47	51	88	83	26	83	404	62	54
54938	247	151	68	286	362	405	171	106	147	425	187	191
6183	619	515	217	412	658	624	255	169	185	745	248	414
115290	367	458	41	451	162	447	205	350	55	49	221	148
126433	124	87	20	102	12	75	36	91	8	8	44	44
390928	0	0	0	15	3	5	4	15	1	2	6	3
10298	186	208	44	776	1613	1151	180	311	78	219	420	339
342897	29	3	14	22	6	33	17	5	24	8	10	11
342898	109	361	319075	114	188	4927	29899	74	284936	1749	5818	141
282617	0	0	0	0	1	0	0	0	1	1	0	0
101180976	1	0	0	0	0	0	0	1	0	0	0	1
282616	0	0	0	0	1	1	2	0	0	1	0	0
282618	0	0	0	1	0	1	1	1	0	0	3	0
57622	50	24	22	79	20	62	17	32	20	22	31	39
9535	2838	865	111	966	199	789	929	325	207	1601	381	468
55095	1718	1692	51	2316	2878	3431	435	1018	174	1148	598	3304
54623	1892	1237	201	880	1132	1853	706	596	352	1899	704	914
55588	971	998	256	973	1520	2183	455	577	316	982	464	770
7538	15773	15981	69	11783	5528	5242	547	4476	71	181	5193	23773
100616163	0	1	0	0	0	0	0	0	0	4	0	0
100189324	0	0	0	0	0	0	0	0	1	1	0	0
64857	1926	1317	30	1730	847	2180	290	617	106	2197	360	2417
6217	28385	13637	12461	9126	19647	14994	11305	4712	7556	15778	6311	8458
6829	1763	1846	253	2467	4675	3630	1015	1403	605	2861	1165	2088
109623469	1	0	0	8	18	12	0	4	0	0	0	2
92609	1150	964	181	695	1151	1074	395	422	213	1140	433	853
10683	2	3	0	3	0	7	4	2	0	0	3	2
348303	0	0	0	0	0	0	0	0	0	0	0	0
126272	51	55	15	125	44	83	52	64	10	35	50	38
163126	385	324	27	244	162	382	119	168	30	36	127	244
105372399	0	0	0	0	0	0	0	0	0	0	0	0
29124	0	0	0	0	0	1	0	0	0	0	0	0
100129935	0	0	0	0	0	0	0	0	0	0	1	0
148003	0	0	0	0	0	0	0	0	0	0	0	0
400696	3	0	0	3	0	0	1	0	0	0	0	0
56891	0	0	0	0	0	0	0	0	0	0	0	0
1178	70	61	0	10	2	55	4	8	0	32	29	6
342900	0	0	0	0	0	0	0	0	0	0	0	0
9149	128	118	28	307	284	456	175	135	45	291	122	108
102465974	0	0	0	0	1	2	0	0	0	0	0	0
2091	3320	2172	1559	1626	2943	2163	1565	978	1164	3206	1245	1284
8857	437	257	157	650	2869	2183	923	183	558	1068	1144	165
107987267	0	3	0	4	2	8	0	4	0	0	2	2
5704	1771	1561	124	1338	1797	1810	524	690	185	1139	637	1585
339327	35	95	10	171	66	150	35	73	17	79	38	53
163131	82	276	30	602	625	619	78	231	53	53	141	189
284323	112	230	125	386	343	401	116	151	76	117	132	154
4294	218	262	23	512	485	741	113	204	27	136	173	288
148014	1	4	0	4	2	20	2	4	1	38	7	2
79935	26	13	0	54	42	49	7	2	2	33	7	8
208	1692	1993	190	2299	3868	3803	630	1053	236	510	918	1862
107985289	1	3	0	14	15	10	0	2	0	1	1	8
693226	0	0	0	3	2	3	0	1	0	0	0	1
126526	132	295	14	216	358	383	79	94	23	120	84	160
23646	6322	3856	341	4739	3834	4952	2079	3433	741	2157	2948	4057
102465477	0	0	0	0	1	2	0	0	0	0	0	0
147746	10	10	0	5	1	7	0	4	1	1	3	5
57716	146	214	43	186	198	342	111	97	55	117	97	89
29950	2023	2038	117	489	323	460	239	309	141	879	541	893
29946	893	667	62	592	430	478	233	268	91	415	307	579
105372489	20	19	0	24	13	20	3	8	2	2	8	21
645	2400	1557	281	876	903	1395	581	380	290	1563	547	450
57731	80	80	13	314	34	367	120	500	36	145	183	109
92799	781	762	75	1247	2136	1458	384	325	193	1429	386	733
8425	689	7045	72	3519	3146	3908	605	2223	258	978	1382	1369
9253	1554	1609	30	1001	900	1641	300	674	66	391	487	1425
79934	313	547	131	704	959	1110	329	420	147	775	334	357
80271	4638	3316	114	2102	1495	1912	450	690	172	1057	783	2208
284325	155	143	23	327	530	430	109	102	59	179	124	114
6626	604	631	125	724	882	608	412	293	216	1082	370	367
8190	9	22	2	183	4	47	23	7	4	691	24	1
100529262	240	181	23	402	160	294	174	122	53	811	155	116
100529264	1193	923	153	893	685	1140	530	379	247	1420	456	590
53916	240	177	22	258	168	270	159	124	49	279	145	127
112398	1079	837	145	751	592	988	479	319	236	1393	383	523
171523	23	36	3	42	73	76	46	12	12	37	26	10
1548	7	0	0	6	4	7	0	1	0	0	0	5
1549	3	3	0	7	5	10	1	2	0	0	2	3
22952	0	4	0	2	2	1	0	2	0	0	0	2
107985299	0	4	0	2	0	1	0	1	0	0	0	3
1556	14	8	2	13	60	18	12	6	4	10	8	6
1555	2	1	0	2	6	10	1	0	0	4	4	1
1553	1	0	0	1	1	1	0	0	0	0	0	0
1572	2	2	0	4	2	3	0	1	0	2	0	3
29785	86	29	4	197	737	467	47	36	8	243	159	85
558	3477	2375	42	2089	4557	2269	724	836	171	1814	558	3242
11100	2300	2954	188	3428	7612	4436	841	1737	324	682	957	3041
105372401	528	283	91	286	535	265	354	143	148	354	169	252
90324	425	570	58	661	765	713	225	315	83	175	270	482
7040	2332	1324	28	2108	1241	1797	604	647	164	991	586	1761
80776	113	105	19	88	61	104	68	27	21	64	51	56
641649	420	197	91	165	163	161	223	117	246	465	130	119
56915	169	172	101	169	608	236	142	73	66	78	128	79
593	512	376	145	534	892	650	280	312	179	340	362	260
374907	92	62	9	97	43	69	78	55	18	64	65	40
55101	401	718	144	602	1143	764	229	281	79	131	307	357
100170765	3	1	0	4	1	10	1	2	0	0	0	2
107985329	0	1	0	0	0	0	0	0	0	0	0	0
100505495	259	387	34	116	25	185	141	98	80	391	71	124
101927931	25	13	5	50	15	19	91	2	14	35	21	12
90273	71	44	2	156	19	106	48	23	9	43	32	32
105372404	0	0	0	3	1	1	2	1	0	3	0	0
1089	43	86	21	172	7	415	97	25	29	239	42	32
105372405	0	0	0	1	0	0	0	0	0	0	0	1
1087	18	5	8	1528	20	754	126	13	25	18	68	181
1048	29	47	1	2906	3437	5909	7	19	38	706	520	2850
4680	344	114	22	17862	10795	32806	475	295	206	2818	1359	26471
112268252	3	8	1	947	417	1565	0	10	5	6	19	968
1084	28	31	0	178	106	255	8	9	6	33	4	186
147719	0	0	0	1	0	0	0	0	0	0	0	0
63946	0	0	0	4	0	0	0	0	0	0	0	0
6223	36657	14106	22900	11983	25455	13526	15915	4912	15547	20196	9400	9056
102465478	6	1	0	3	2	4	0	2	1	0	1	9
973	102	121	2	256	20	133	38	46	1	80	32	71
9138	1649	1177	54	3828	2317	3699	812	1002	130	710	1195	1391
390937	23	1	0	42	26	39	7	11	0	27	11	13
100505585	10	1	1	24	3	11	10	4	2	15	7	4
10567	3178	2192	980	1536	1201	2748	1557	715	1390	3873	968	1584
478	3	3	3	54	20	53	11	69	1	10	18	15
2901	7	204	22	151	22	217	63	224	50	103	91	40
64763	280	341	16	266	323	453	100	186	29	113	143	228
5452	107	163	15	316	145	268	177	92	45	276	96	110
100505622	6	4	0	4	3	4	1	3	0	0	0	2
100422980	0	0	0	0	0	0	0	0	0	0	0	0
162989	465	302	128	716	768	923	272	266	194	323	305	231
116115	149	144	24	263	254	274	78	98	27	144	66	117
2931	1007	1233	114	1056	2414	1491	361	618	192	884	498	1098
2077	1791	1465	60	1422	709	1472	178	591	71	192	570	2119
23152	816	920	51	1995	2384	2464	328	746	190	523	576	1400
5050	129	58	49	209	602	232	162	96	101	497	174	95
284338	25	16	6	41	97	47	13	19	4	24	33	18
284339	4	3	9	83	48	89	30	171	4	58	37	18
1954	583	702	56	1209	1479	1667	433	419	293	433	392	739
102465875	0	0	0	0	0	0	0	0	0	0	0	0
84518	38	15	9	8	27	13	12	4	11	70	13	4
101930071	74	22	45	14	13	31	23	12	41	73	13	7
100996307	174	96	26	145	107	103	24	53	26	51	18	124
3991	2846	365	26	72	127	239	57	72	28	74	48	131
284340	11	11	65	153	2580	184	157	7	220	52	123	63
634	217	95	6	1816	1850	755	68	215	20	72	132	316
105372407	3	1	0	11	2	1	2	1	0	0	0	0
1088	0	5	1	131	65	303	0	5	1	0	3	159
5671	2	1	0	0	0	0	0	0	0	0	0	0
440533	1	0	0	0	0	0	1	0	0	0	1	0
100289650	0	1	0	0	0	0	0	0	0	0	0	0
653492	1	0	0	0	0	0	0	0	0	0	0	0
5669	0	0	0	0	0	0	0	0	0	0	0	0
5675	0	0	0	0	0	0	0	0	0	0	0	0
5676	0	0	0	0	0	0	0	0	0	0	0	0
5680	0	0	0	0	0	0	0	0	0	0	0	0
5670	0	0	0	0	0	0	0	0	0	0	0	0
107985349	0	0	0	0	0	0	2	0	0	0	1	0
5673	2	0	0	0	0	0	2	0	0	0	2	2
5672	0	1	0	1	1	2	0	0	0	0	8	0
284344	0	0	0	0	0	0	0	0	0	0	0	0
5678	0	0	0	0	0	0	0	0	0	0	0	0
23574	0	0	0	1	0	0	0	0	0	0	0	0
57126	8	66	0	19	3	27	21	50	0	26	7	12
83639	1	0	0	0	0	2	0	2	0	0	0	0
27076	54	16	2	59	92	231	13	25	7	69	30	931
653583	160	144	40	296	221	334	106	242	76	271	146	117
23474	742	555	77	580	638	914	388	157	136	551	289	330
284346	28	28	7	44	16	48	33	15	14	22	32	16
7515	329	409	56	692	1363	744	327	270	65	153	341	336
390940	119	156	10	99	178	92	71	41	13	89	66	60
126298	458	440	72	724	596	655	341	326	172	550	256	635
79177	209	280	47	180	333	285	113	125	33	114	112	186
126299	610	722	198	411	568	615	472	261	265	305	339	356
100170229	183	193	28	144	214	189	106	69	36	31	107	115
105372411	14	16	4	11	22	27	13	9	5	5	15	14
199731	80	158	70	168	666	293	121	224	125	73	132	125
105372410	0	0	0	0	0	2	0	0	0	0	0	1
5329	7329	1418	10	2386	1980	1392	228	436	43	606	1066	4793
105372412	5	0	0	8	4	7	1	3	2	7	1	5
56269	0	1	0	0	1	0	0	1	0	4	2	1
56006	516	593	50	872	1208	825	370	226	170	712	388	389
3783	316	175	4	1480	4174	1410	60	41	17	1454	323	303
284348	24	146	5	100	199	198	15	22	4	127	18	72
284349	123	188	17	354	519	272	56	103	9	50	60	158
342908	25	62	5	55	155	81	43	42	12	3	53	43
100505715	2	25	0	38	69	40	4	9	0	0	4	33
7596	130	284	11	271	279	336	90	166	21	14	73	190
7638	23	16	0	54	69	56	4	16	2	3	5	22
7711	76	213	18	107	149	224	66	110	27	46	82	99
101928063	22	59	3	22	42	51	18	26	3	2	28	25
7773	103	163	6	113	148	124	53	80	6	9	60	82
105372414	0	0	0	0	0	0	0	0	0	0	0	0
7673	91	157	5	88	97	85	28	68	6	6	29	64
7766	77	134	8	163	192	212	57	93	10	13	68	89
342909	105	91	8	182	396	116	61	64	21	50	37	61
7767	252	347	27	788	867	797	173	346	69	72	168	394
100379224	84	132	5	306	332	299	29	122	12	17	48	147
7768	62	113	8	191	163	228	49	87	11	14	52	67
10780	173	246	12	271	238	300	54	113	24	37	70	181
7769	340	358	54	499	437	511	189	239	82	78	220	214
7770	181	258	20	351	581	383	91	134	29	18	124	138
353355	8	25	1	52	61	48	15	31	10	11	13	13
9310	41	109	5	102	101	146	30	50	1	3	30	55
7771	51	127	7	168	219	178	27	86	5	5	51	60
26974	13	50	8	32	122	63	17	35	8	10	20	17
7772	22	131	7	131	374	176	22	39	12	1	43	104
7733	64	174	18	185	242	264	53	100	22	20	84	97
125931	1	1	0	2	0	2	0	0	0	0	2	1
388550	1	0	0	4	6	3	0	0	0	0	1	0
147710	0	4	4	2	3	14	6	5	1	2	4	0
107985305	7	3	7	15	5	8	10	1	0	7	5	4
5817	661	1090	114	1307	5045	1309	270	693	191	788	326	883
100616355	0	0	0	0	1	0	0	0	0	0	0	0
56971	108	185	9	175	237	199	111	207	37	118	126	116
107985306	3	2	0	2	2	3	0	1	0	0	0	3
388551	1	1	4	1	2	0	0	1	18	4	0	1
602	1482	1467	25	1093	1115	1004	173	410	69	291	665	1068
102465879	5	5	1	9	6	4	2	3	0	0	3	5
23624	13	6	63	344	1078	177	94	51	170	532	117	100
4059	477	6228	221	1148	2305	2022	882	2373	377	1051	1058	519
5819	2832	1441	175	2462	1473	1880	608	784	434	2440	917	2291
10452	1085	787	135	570	1375	676	224	352	150	384	341	957
348	10936	1846	278	14427	3975	6483	11946	2002	2078	8786	7263	9519
341	2029	191	136	2851	834	1197	3811	282	705	4190	1805	801
342	137	8	9	192	46	71	214	17	28	179	111	40
346	1	0	0	3	2	3	2	0	1	1	0	1
100533990	12	5	3	67	163	316	88	7	8	357	77	45
344	11	5	3	61	157	309	86	7	8	356	74	44
1209	1055	1131	139	1262	2321	1630	434	736	214	396	636	1306
5971	994	504	33	498	301	590	168	173	73	723	325	1161
11129	818	830	153	1157	1664	1245	454	575	217	466	580	702
162979	13	16	2	38	22	33	23	12	7	57	29	10
79760	286	173	55	156	199	166	163	86	88	205	98	120
105372419	33	40	0	37	40	47	19	19	7	8	19	21
284352	608	477	118	838	1669	867	314	448	138	239	405	592
284353	6	2	2	2	15	12	2	8	2	9	10	22
105372420	0	0	0	0	3	0	0	0	0	0	0	0
79090	350	251	222	237	350	281	334	102	311	361	281	122
388552	258	204	23	198	190	260	98	97	38	112	91	192
90332	43	116	3	173	61	152	86	62	35	79	96	67
57787	690	479	50	619	1064	616	131	363	74	127	216	734
1158	1	2	0	4	10	6	1	0	0	1	1	1
147700	12	7	13	92	189	58	37	27	16	14	51	18
2068	231	201	98	402	829	393	212	190	203	522	210	232
10848	194	346	29	1071	2691	545	242	121	78	189	309	575
10849	306	391	64	210	354	407	107	162	59	157	109	330
2067	1963	1651	462	1117	1661	1428	823	630	439	986	708	1254
102464836	0	0	0	0	0	0	0	0	0	0	0	1
2354	10004	6988	130	3765	298	1688	160	2806	798	5027	2844	32727
6253	424	155	25	238	177	240	155	146	62	140	137	189
147699	57	33	7	97	38	65	55	19	16	143	37	21
107985314	2	2	0	5	1	5	1	0	0	2	0	1
7408	4031	3099	145	2887	4916	2159	485	915	177	1431	951	3235
107985315	2	1	0	13	15	7	0	4	0	2	3	7
80207	327	501	47	403	497	622	151	286	82	185	204	374
2828	373	322	12	193	136	300	56	213	24	138	79	336
24139	245	638	66	1183	2721	846	158	353	76	56	343	463
442902	0	0	0	0	0	1	0	0	0	0	0	0
100287177	27	9	5	50	16	23	6	10	4	10	9	9
2696	45	43	31	1107	242	796	529	1108	61	250	399	150
693227	0	0	0	2	0	1	0	3	0	0	0	0
100500845	0	0	0	1	0	1	0	2	0	0	0	0
6633	4592	2696	1846	1953	3310	2081	2551	1066	1371	2133	1417	1414
54814	318	122	62	227	185	146	96	89	60	93	88	157
23403	270	207	19	411	355	293	111	169	31	87	152	217
388553	0	0	0	0	0	0	0	0	1	0	0	0
147912	213	297	100	402	412	372	196	161	154	144	212	174
109729182	54	273	3	77	49	81	22	47	5	3	42	65
1760	866	4672	61	1007	472	1189	410	667	260	456	488	1075
1762	400	780	30	749	1037	915	183	294	107	380	217	879
81492	0	0	0	0	1	1	0	0	0	1	0	0
8189	835	893	200	1542	2780	1563	660	668	537	1521	726	1050
3171	9	7	536	231	135	205	167	95	660	230	126	21
26145	288	371	77	344	462	494	189	295	99	183	279	303
339344	113	69	22	194	277	145	108	79	34	59	83	94
339345	0	0	0	0	0	0	0	0	0	0	0	0
4858	45	91	0	124	27	156	53	146	5	88	55	44
729440	131	144	36	255	369	187	150	91	97	346	151	99
768217	0	0	0	0	0	0	0	0	0	0	0	0
8993	14	48	2	1	0	1	0	2	0	18	4	0
105372421	0	3	0	4	1	4	2	0	0	0	1	3
444882	0	1	0	52	21	34	21	18	2	1	8	65
