GeneID	GSM4051655	GSM4051656	GSM4051657	GSM4051658	GSM4051659	GSM4051660	GSM4051661	GSM4051662	GSM4051663	GSM4051664
2014	570	939	37	218	605	287	314	10	551	242
55260	97	54	32	40	36	30	95	26	63	36
23546	8	0	0	0	0	10	0	0	0	1
10945	379	935	189	279	521	198	414	153	214	303
107984140	15	38	2	9	17	4	68	0	21	10
2906	337	531	9	52	153	42	240	11	20	47
83743	694	709	223	442	628	440	618	275	488	450
3770	51	20	4	38	26	29	24	17	40	19
9266	683	1197	223	520	820	593	559	201	433	334
114783	166	395	49	161	177	190	60	73	40	121
6820	10	51	7	17	162	13	4	0	6	2
54854	394	2655	35	196	455	67	141	11	13	82
171169	63	160	1	17	33	2	4	0	7	2
6141	2838	9981	2180	1906	3707	2084	3505	2348	3712	2234
56848	302	628	91	249	237	209	350	120	287	221
1628	307	658	72	207	244	201	131	82	403	143
770	59	95	24	55	39	42	84	33	97	112
653677	2	23	0	9	10	0	16	0	5	8
126147	0	18	2	8	8	0	11	7	3	7
105372431	16	13	2	10	31	3	29	0	11	2
2524	353	1161	164	246	659	203	106	145	35	118
105447645	67	329	35	49	126	65	14	35	10	26
284358	34	40	18	27	31	15	30	6	25	18
54922	315	74	157	165	87	133	447	140	478	165
284359	5	3	25	7	6	7	16	36	4	15
2523	42	172	748	109	117	185	81	515	64	189
26291	0	0	0	0	0	0	0	0	0	0
587	326	431	259	259	228	236	324	292	197	308
105372432	59	71	42	36	31	37	30	55	30	44
51171	179	179	3	102	78	145	191	2	79	100
57664	403	768	67	308	349	395	516	93	206	473
23645	2918	5652	188	886	2583	2755	1865	748	4472	959
7288	10	14	0	12	3	29	0	24	32	5
4924	2965	4553	811	1716	1687	1582	3792	821	1921	1508
100874085	394	693	111	208	167	213	469	111	246	184
27294	30	49	0	14	5	27	0	0	13	4
581	1248	1943	143	585	651	1027	567	95	869	605
2512	23566	29598	3706	17738	26819	10392	22356	6200	10961	20857
2997	503	1126	165	327	616	301	487	185	450	322
10856	906	1226	346	452	416	571	617	288	460	645
102466738	0	1	0	2	1	0	1	0	0	2
3972	31	39	44	9	21	8	12	83	15	26
101059948	16	10	52	1	50	26	8	62	5	7
1082	9	0	0	8	132	1	1	1	1	1
100170228	0	0	0	0	0	0	0	0	0	0
114336	0	1	0	2	30	3	3	0	5	1
114335	1	0	0	0	9	0	0	0	0	0
100126780	0	0	0	0	0	0	0	0	0	0
93659	3	0	0	0	436	0	0	0	0	0
94115	12	5	0	10	128	0	0	0	0	0
94027	12	36	0	20	118	10	2	2	4	0
4909	21	107	13	30	122	0	7	12	1	1
3743	0	0	0	21	64	0	0	0	3	0
6625	3488	3992	1047	1428	977	2051	1888	946	1917	1176
64130	53	62	46	38	41	10	18	8	30	34
55150	0	2	1	8	6	9	4	8	8	12
8541	172	393	67	86	65	100	139	147	109	200
3270	17	0	7	6	0	9	31	0	29	6
54795	1223	2011	246	595	1174	632	566	181	257	379
107985340	0	0	5	0	4	2	0	1	0	1
28968	212	51	91	124	88	103	169	138	361	91
100422979	1	0	0	0	0	0	0	0	3	0
951	752	176	60	344	214	217	367	112	1856	194
8463	656	397	223	411	500	596	599	253	369	516
27120	0	16	9	7	5	0	16	11	7	10
101928295	8	16	14	2	0	1	0	0	0	0
147872	0	0	63	2	0	12	11	23	1	3
113091	0	0	0	0	0	0	0	0	0	0
100507003	0	0	0	0	0	0	0	0	0	0
57030	35	26	0	14	7	23	38	8	40	18
55011	408	625	167	243	580	208	256	129	365	270
126133	1607	1105	529	774	985	1146	842	568	1438	1035
2323	131	76	8	118	34	65	69	13	258	65
23521	4908	10331	3798	4437	8610	4595	4529	3142	7079	5054
26819	25	61	1	22	53	57	21	5	50	34
26818	10	12	4	4	8	9	1	2	11	6
26817	21	12	0	5	2	9	10	2	21	16
26816	52	21	19	29	23	30	26	0	74	19
6205	3151	7057	1888	3352	6786	1931	4141	2721	5844	3298
84546	3	13	6	2	2	8	11	0	15	8
406942	0	0	0	1	0	10	0	10	10	0
2217	4133	2707	927	2620	2842	2134	3816	1002	3885	2309
57333	1414	1791	111	430	533	776	1353	44	230	507
51070	527	534	232	347	830	316	347	367	560	324
5639	88	82	100	124	207	119	62	94	41	116
57479	718	678	227	629	780	354	714	464	687	445
6237	166	427	22	75	257	67	99	9	95	65
58506	1009	1498	326	847	894	622	1055	578	709	569
3661	1398	1478	236	824	713	565	895	188	1022	520
83596	191	291	39	116	135	138	95	37	155	83
3276	1314	1816	372	734	1546	887	725	250	993	847
100847074	2	1	0	1	0	0	0	0	1	1
199800	26	26	2	26	5	14	26	5	22	21
126129	267	140	38	120	78	149	348	8	72	186
60385	33	36	6	18	5	3	79	5	20	9
105372434	5	7	0	3	3	0	6	0	7	0
160	1261	1939	314	877	1280	621	1178	334	941	762
102465479	5	0	0	2	0	4	0	0	0	0
80199	220	417	94	252	248	185	354	130	221	259
105372435	45	71	17	55	33	42	71	30	28	43
81857	507	658	151	314	437	229	312	291	406	336
102465480	10	16	8	18	17	12	0	15	9	12
100506033	33	121	15	42	88	28	151	33	46	62
53635	864	945	323	724	751	590	714	437	713	548
100616313	1	4	0	0	2	4	0	1	1	0
101928378	302	340	111	208	215	166	245	154	227	175
11284	775	772	249	531	559	551	474	229	714	409
84335	195	495	55	173	186	159	153	111	149	113
79735	285	635	143	291	240	160	420	189	327	250
100616314	1	9	5	7	6	0	7	8	5	5
259307	290	571	20	155	259	163	66	17	208	140
23636	555	909	77	453	572	357	362	115	491	348
22809	117	505	29	97	180	42	72	78	86	60
100616483	12	39	0	6	13	0	3	12	5	2
114132	27	22	176	194	7	110	65	183	144	131
400709	18	38	31	89	5	15	86	5	75	13
51231	349	453	93	157	272	148	224	105	318	153
25888	84	122	11	40	79	14	66	12	95	47
400710	0	0	16	3	1	0	0	1	3	0
100169956	0	0	0	0	0	0	0	0	0	0
100191063	0	0	0	0	0	0	0	0	0	0
100169952	0	0	0	0	0	0	0	0	0	0
100169957	0	0	0	0	0	0	0	0	0	0
100169953	0	0	0	0	0	0	0	0	0	0
100169958	0	0	0	0	0	0	0	0	0	0
100169955	0	0	0	0	0	0	0	0	0	0
100170216	0	0	0	0	0	0	0	0	0	0
100169954	0	0	0	0	0	0	0	0	0	0
100170224	0	0	0	0	0	0	0	0	0	0
105372436	0	0	0	0	0	0	0	0	0	0
100170217	0	0	0	0	0	0	0	0	0	0
100170227	0	0	0	0	0	0	0	0	0	0
126123	5	0	0	0	3	0	0	0	0	0
79784	1961	5995	399	876	3402	718	245	513	45	610
3748	94	103	19	80	159	60	46	44	53	72
105372437	0	4	3	2	2	1	0	0	4	0
256236	692	34	33	371	443	267	103	15	1507	683
9476	29	26	17	28	26	36	13	32	38	21
7376	2052	2768	582	1161	1545	1329	1680	609	1533	1302
5424	1478	1471	327	903	939	978	793	217	1607	816
6689	314	27	7	95	76	470	109	17	1158	188
4606	42	3	1	48	1	7	4	0	67	6
112703	923	1084	143	150	281	1136	496	69	167	322
284361	5857	5769	1756	2627	3017	6288	4393	1025	2182	4182
126119	181	441	68	158	291	141	211	26	117	109
554235	32	48	21	34	10	12	50	16	43	57
94030	127	88	28	101	36	79	284	2	208	91
100126781	0	0	0	0	0	0	0	0	0	0
84258	4	8	2	15	3	6	37	10	10	18
342918	0	3	4	0	0	0	0	0	6	0
50944	22	49	12	15	18	41	55	5	23	34
6320	2251	2072	109	631	570	1478	3119	57	278	658
2854	0	0	0	0	0	0	0	0	0	0
105372440	1	7	0	0	1	0	0	0	0	3
105372439	0	4	0	1	7	2	7	4	5	0
93650	12	31	15	12	5	13	43	13	10	11
84798	570	909	475	419	622	372	346	457	444	418
692203	7	40	6	6	7	2	21	5	9	8
692202	10	21	0	18	19	10	0	0	8	3
692204	7	16	1	2	4	4	6	0	3	2
284365	0	9	0	4	0	0	0	17	3	12
3816	2	51	15673	755	35	1084	1499	13165	7	3464
55554	0	4	0	0	2	0	0	0	0	0
105372441	0	6	0	0	2	0	0	0	0	1
354	0	0	0	0	0	0	0	0	0	0
3817	0	1	0	0	0	5	0	0	0	0
606293	4	5	0	0	2	0	0	0	0	1
9622	10	28	0	6	26	0	0	0	0	9
25818	147	0	31	3	716	0	6	0	0	0
5653	267	91	6	40	1323	1	7	1	0	0
105372442	17	12	0	2	100	1	0	0	0	0
5650	274	54	4	72	1428	0	8	1	1	2
11202	60	86	3	0	77	2	0	0	0	0
284366	0	3	0	0	1	0	0	0	0	0
5655	298	339	15	158	1325	3	21	0	1	6
11012	199	267	38	117	690	58	16	116	1	78
43849	1	1	5	0	37	3	0	15	0	1
26085	3	0	3	1	25	3	0	0	0	1
107985341	0	4	0	0	1	0	0	0	0	0
43847	7	0	0	5	6	0	6	0	4	0
90353	170	233	21	72	54	178	114	41	85	49
27180	149	152	9	104	52	93	108	2	47	117
27036	84	74	11	56	21	53	42	8	49	49
101928517	3	3	0	10	3	14	5	0	8	7
284367	18	4	0	24	5	0	8	0	0	10
102465873	0	0	0	0	0	0	0	0	0	0
945	72	43	2	61	30	38	28	4	52	27
107985327	0	0	0	0	0	0	0	0	0	0
284369	0	0	0	0	0	0	0	0	0	0
105372444	0	0	0	0	0	0	0	0	0	0
107985326	0	0	0	0	0	0	0	0	0	0
402665	14	17	0	3	12	11	14	0	0	0
147645	30	79	4	24	141	10	33	0	23	7
2109	202	574	95	204	382	112	278	125	206	195
125875	34	24	1	13	14	1	5	0	34	16
4818	126	21	18	122	31	51	15	0	182	33
3982	0	0	0	1	0	0	0	0	1	0
105372446	0	0	0	5	2	0	0	6	7	0
147646	4	0	0	3	0	2	5	0	3	4
89790	473	130	17	199	123	233	158	9	437	264
100129083	177	58	9	46	40	75	40	3	151	70
27181	113	16	22	169	58	106	81	8	127	244
729767	0	4	0	11	3	0	5	0	0	0
89858	272	217	0	78	47	51	117	1	287	66
946	73	59	16	153	524	24	217	0	133	32
7728	53	204	34	82	142	37	59	42	114	79
729975	10	9	12	13	8	1	0	0	7	5
8778	203	100	2	63	40	86	41	0	169	78
100049587	189	26	10	98	64	86	7	4	215	138
102238594	6	40	2	7	9	5	2	0	4	3
147650	111	301	19	66	127	59	79	29	78	73
407056	1	2	0	0	1	4	1	4	1	0
406887	0	0	0	0	1	0	1	0	0	0
406910	0	2	0	0	1	0	0	0	0	0
3036	1654	12	0	18	40	125	680	0	155	111
2357	357	190	16	88	203	277	144	2	85	121
2358	215	102	1	5	8	36	7	4	12	13
105372448	0	0	0	0	0	0	0	0	0	0
2359	636	317	76	469	687	294	209	22	386	324
84765	259	482	108	232	228	174	217	88	340	194
101928571	14	8	2	15	9	11	12	5	15	14
65251	64	104	17	78	55	67	36	23	86	65
79898	22	32	2	24	53	23	15	9	30	15
101669766	2	0	0	3	1	0	0	11	5	1
59348	79	108	27	70	118	83	93	6	192	70
284370	40	55	15	42	66	38	51	15	72	43
80110	5	19	4	28	27	6	7	15	33	20
112268244	3	27	0	5	4	4	10	0	8	10
9668	107	256	94	135	142	64	199	155	121	101
284371	387	780	197	319	421	232	380	190	431	268
90317	41	26	9	26	24	23	36	16	40	14
162962	83	236	28	103	74	63	136	23	138	74
5518	2102	3328	722	1796	3133	1371	2312	680	1624	1862
102466984	2	3	4	3	6	0	1	12	4	2
105372449	4	10	3	9	8	0	9	6	14	3
90321	489	422	152	651	829	228	213	137	1147	326
693228	0	0	0	0	0	0	0	0	0	0
147657	27	31	3	30	60	2	9	12	54	19
162963	18	5	20	33	8	2	19	3	24	11
400713	115	368	76	105	152	116	76	40	175	88
102724105	27	60	7	17	9	15	6	1	19	26
84436	155	167	47	204	218	123	149	102	255	149
147658	19	10	6	2	0	3	0	4	0	0
147660	30	25	5	10	14	44	21	3	27	21
388558	175	392	107	135	127	92	210	53	208	116
55762	119	319	120	123	168	115	132	77	220	108
7696	12	18	7	14	21	4	10	5	18	9
55769	332	493	103	206	119	174	339	43	223	105
81856	97	171	61	77	112	53	53	26	233	89
105372452	0	0	0	0	0	0	0	0	0	0
105372451	0	0	2	5	1	0	0	3	7	0
162966	27	86	14	16	41	19	10	8	30	32
7576	97	221	43	100	160	110	94	27	144	97
90333	90	270	70	131	126	99	22	69	108	111
162967	209	521	100	222	224	216	217	87	218	184
388559	35	211	26	60	91	38	22	21	55	61
100529240	115	317	77	66	86	92	88	47	69	89
399669	107	302	73	60	70	90	83	45	59	82
125893	14	58	20	21	59	16	6	2	25	20
79986	19	49	4	9	41	14	19	5	5	25
105372453	0	11	10	0	2	0	0	0	2	4
147664	1	0	0	1	0	0	0	0	0	2
100271846	0	0	0	0	0	0	0	0	0	0
90338	168	420	55	166	254	48	161	71	329	150
55786	3	40	21	26	7	8	13	17	20	28
84671	99	126	74	120	40	36	101	47	213	130
79788	36	56	3	30	18	10	55	1	54	25
390963	250	536	108	291	45	255	548	165	350	138
342926	5	26	7	24	6	17	24	2	19	20
317701	0	0	0	0	0	0	0	0	0	0
317703	0	0	0	0	0	0	0	0	0	0
646508	0	0	0	0	0	0	0	0	0	0
112401	0	0	0	0	0	0	0	0	0	0
107987270	0	0	0	0	0	0	0	0	0	0
91664	49	91	23	43	50	45	51	5	71	49
107987264	7	12	3	5	2	4	5	0	5	9
170958	52	706	37	37	49	103	57	46	89	47
91661	117	146	91	109	126	94	77	61	76	104
110116772	64	124	89	63	84	70	61	56	71	65
147804	181	171	43	64	102	68	78	50	93	64
388561	36	116	32	40	52	20	39	38	56	36
126017	80	123	50	68	68	49	57	18	100	76
55422	820	297	90	259	301	451	471	72	636	288
284379	0	0	0	0	0	0	0	0	2	0
503834	0	0	0	0	0	0	0	0	2	0
107985342	0	0	0	0	0	0	0	0	0	0
574458	0	0	0	0	0	0	0	0	0	0
574459	0	0	0	0	0	0	0	0	0	0
100302255	0	0	0	0	0	0	0	0	0	0
574460	0	0	0	0	0	0	0	0	0	0
574461	0	0	0	0	0	0	0	0	0	0
574462	0	0	0	0	0	0	0	0	0	0
574463	0	0	0	0	0	0	0	0	0	0
574464	0	0	0	0	0	0	0	0	0	0
574465	0	0	0	0	0	0	0	0	0	0
574466	0	0	0	0	0	0	0	0	0	0
100302265	0	0	0	0	0	0	0	0	0	0
574467	0	0	0	0	0	0	0	0	0	0
574468	0	0	0	0	0	0	0	0	0	0
574469	0	0	0	0	0	0	0	0	0	0
574470	0	0	0	0	0	0	0	0	0	0
574471	0	0	0	0	0	0	0	0	0	0
574472	0	0	0	0	0	0	0	0	0	0
107985346	0	0	0	0	0	0	0	0	0	0
574473	0	0	0	0	0	0	0	0	0	0
574474	0	0	0	0	0	0	0	0	0	0
574475	0	0	0	0	0	0	0	0	0	0
574476	0	0	0	0	0	0	0	0	0	0
574477	0	0	0	0	0	0	0	0	0	0
574478	0	0	0	0	0	0	0	0	0	0
574479	0	0	0	0	0	0	0	0	0	0
574480	0	0	0	0	0	0	0	0	0	0
574481	0	0	0	0	0	0	0	0	0	0
574482	0	0	0	0	0	0	0	0	0	0
574483	0	0	0	0	0	0	0	0	0	0
574484	0	0	0	0	0	0	0	0	0	0
574485	0	0	0	0	0	0	0	0	0	0
574486	0	0	0	0	0	0	0	0	0	0
574487	0	0	0	0	0	0	0	0	0	0
574488	0	0	0	0	0	0	0	0	0	0
574489	0	0	0	0	0	0	0	0	0	0
574490	0	0	0	0	0	0	0	0	0	0
574491	0	0	0	0	0	0	0	0	0	0
574492	0	0	0	0	0	0	0	0	0	0
574493	0	0	0	0	0	0	0	0	0	0
574494	0	0	0	0	0	0	0	0	0	0
574495	0	0	0	0	0	0	0	0	0	0
574496	0	0	0	0	0	0	0	0	0	0
574497	0	0	0	0	0	0	0	0	0	0
574498	0	0	0	0	0	0	0	0	0	0
100302205	0	0	0	0	0	0	0	0	0	0
574499	0	0	0	0	0	0	0	0	0	0
574500	0	0	0	0	0	0	0	0	0	0
442916	0	1	0	0	0	0	0	0	0	0
100616185	0	1	0	0	0	0	0	0	0	0
442917	0	0	0	0	0	0	0	0	0	0
442918	0	0	0	0	0	0	0	0	0	0
91662	99	374	0	29	30	120	52	4	13	95
105372457	62	164	14	9	124	67	159	48	127	24
91663	412	1329	85	342	915	264	792	176	633	321
5582	0	0	0	2	11	0	0	0	3	7
59284	0	0	0	0	0	0	0	0	0	0
59283	7	4	0	3	30	0	13	0	2	0
100126325	0	4	0	1	3	0	0	0	1	0
59285	0	6	0	22	200	0	8	0	1	0
284415	14	8	0	0	4	15	0	0	0	3
441864	8	0	0	0	0	5	0	0	0	1
126014	205	228	6	117	94	99	27	12	41	95
4696	41	39	4	46	64	13	25	27	36	32
29844	176	222	15	148	386	97	172	32	113	123
26121	677	902	176	365	461	375	550	207	424	367
4849	218	224	46	192	161	152	126	111	260	167
102724273	51	46	9	20	5	46	48	10	16	11
79165	98	196	61	115	109	83	136	35	184	81
147798	479	1924	505	552	1458	730	496	459	36	515
112268246	57	52	24	56	157	24	28	15	19	51
79143	517	655	126	369	952	405	319	134	253	282
79042	700	862	263	437	702	489	560	286	427	380
6203	5035	11146	2774	4979	7089	3519	7349	3242	6512	5373
11025	230	113	24	156	59	141	125	14	91	112
107985279	0	4	0	0	0	0	8	1	0	0
79168	95	154	2	84	25	36	85	0	57	29
10990	164	75	25	223	32	64	214	1	512	123
10288	233	67	15	174	65	124	128	1	118	124
100616171	0	0	0	0	0	0	0	0	0	0
353514	309	33	11	146	110	73	125	2	50	97
23547	46	12	0	41	21	49	5	0	108	59
3903	1174	449	36	636	440	446	765	24	516	691
57348	68	66	188	125	54	159	151	262	89	133
104355426	56	69	27	57	22	21	32	8	74	40
114823	4572	4609	1031	3000	1903	1815	3250	1716	3832	2063
94059	195	556	146	159	127	167	243	165	132	203
148170	728	1817	156	369	967	310	635	79	276	322
3904	23	21	0	9	18	3	0	0	4	10
105372460	0	0	0	0	0	0	0	0	0	0
90011	0	0	0	1	0	0	0	0	3	0
107985347	0	0	3	2	0	0	4	0	1	2
105372461	0	0	0	0	0	0	0	0	0	0
11027	71	31	13	35	13	32	44	0	15	32
11024	69	11	2	14	10	31	30	7	27	14
10859	244	151	31	234	121	112	223	15	437	191
102466251	0	0	0	0	0	0	0	0	0	0
11006	627	417	28	429	312	423	205	23	367	468
102724290	0	0	0	0	0	0	0	0	0	1
79166	2	9	0	4	0	0	0	0	4	1
115653	0	0	0	0	0	0	0	0	0	0
3804	6	0	0	0	0	0	0	0	0	0
3802	0	0	0	3	0	0	0	0	3	0
101928804	0	0	0	0	0	0	0	0	0	0
3805	0	0	0	0	0	0	5	0	1	0
3811	7	0	0	1	0	0	0	0	2	0
3809	0	0	0	1	0	0	6	0	1	0
3812	5	0	0	0	0	0	0	0	1	1
2204	130	73	0	15	5	19	30	6	56	14
9437	40	10	4	16	27	14	11	0	190	9
199713	2	0	0	6	2	1	0	0	9	4
55655	73	13	27	113	30	30	1	0	115	70
107985325	47	64	9	14	15	16	2	7	11	10
51206	23	4	0	11	8	2	0	0	14	6
112724	728	1333	202	320	617	361	262	146	400	268
54869	1935	3670	170	334	2486	559	136	146	31	213
54776	1202	1637	280	885	976	685	894	483	953	807
102466872	0	0	0	0	0	0	0	0	0	0
7138	22	224	2	9	492	9	0	0	1	1
7137	0	45	2	1	62	0	0	0	0	2
352909	7	4	20	24	28	21	11	20	7	22
101930593	9	14	0	3	9	5	4	6	1	3
6861	3	21	4	17	0	41	14	6	1	60
5794	928	3243	284	796	1154	944	419	124	10	662
255043	46	76	4	43	19	13	15	5	73	34
22870	2097	2476	273	1399	1462	855	1446	370	1962	1033
102465482	22	28	0	4	6	11	11	4	3	1
102465481	2	11	0	1	4	0	8	0	4	3
102466739	4	0	0	4	6	4	0	0	5	2
23640	242	440	71	184	369	161	190	173	136	178
84446	147	173	40	90	56	118	137	31	60	67
284417	106	105	23	104	44	39	18	0	81	25
84787	256	605	75	141	126	162	229	96	149	117
125965	97	65	0	13	99	21	17	8	1	7
284418	8	17	0	0	3	5	3	0	0	0
3589	17	188	5	21	53	27	56	0	0	12
147744	16	9	6	6	21	9	0	0	2	5
388564	66	100	34	37	73	51	13	32	13	28
6158	537	1415	174	398	558	260	549	294	540	290
102465483	10	13	8	10	5	3	0	0	3	4
27338	247	360	7	46	186	110	96	12	109	49
109623451	15	42	0	0	14	0	21	2	5	9
105372462	0	9	3	6	2	7	0	10	5	5
729956	3	0	0	4	0	15	0	0	1	16
79763	378	337	129	177	462	227	337	104	192	222
89887	50	187	32	50	77	53	82	67	49	54
57106	145	350	6	97	223	114	133	43	71	119
284297	528	807	109	537	413	250	4324	37	244	411
646643	0	7	0	3	0	0	0	0	2	27
100130827	3	7	0	11	10	5	0	9	16	8
163033	170	403	77	86	137	208	121	120	37	69
84922	110	206	30	115	66	83	108	81	81	84
147807	253	366	128	219	259	229	165	163	156	217
107985322	1	22	0	9	19	6	0	3	15	10
100507290	196	284	41	92	92	96	226	55	122	108
147808	111	253	47	87	61	71	140	57	102	100
107983998	149	183	41	102	33	36	126	60	174	63
51545	86	245	31	80	177	48	66	23	91	80
51157	78	126	18	50	31	66	77	32	50	37
29903	335	378	71	234	136	314	335	130	305	256
11338	4193	5943	1026	1965	1878	2776	2536	644	3545	2146
29924	1396	2533	716	973	865	819	1297	1207	805	984
338321	0	1	0	1	0	0	0	0	1	0
105372465	0	0	0	0	0	0	0	0	0	1
342931	0	3	0	0	0	5	2	0	1	0
729974	0	1	0	0	0	1	2	0	7	0
204801	0	0	0	0	0	0	0	0	0	0
147945	2	0	0	3	0	3	0	0	10	0
126204	0	0	0	0	0	0	0	0	0	0
126205	0	0	0	0	0	0	0	0	0	0
126206	0	0	0	0	0	0	0	0	0	0
101928886	0	7	0	3	2	0	0	0	3	0
126208	933	1717	404	447	412	1000	578	372	503	424
55311	407	655	303	390	283	503	442	475	273	307
85569	0	0	0	0	0	0	0	0	0	0
342933	0	0	0	2	3	10	0	0	7	3
649137	2	3	2	1	1	0	0	0	4	0
79149	25	18	2	23	29	13	26	9	17	18
100506374	5	38	0	29	27	19	19	15	25	19
105372470	0	0	4	1	0	4	0	0	5	1
112268243	3	3	0	6	4	0	7	0	7	6
105372468	0	0	0	1	0	0	0	4	0	0
147947	62	126	33	60	44	58	71	18	66	51
147948	4	7	0	8	9	11	25	7	27	9
386758	8	13	0	7	0	8	16	2	11	12
147949	37	61	17	44	43	26	29	0	57	49
63934	34	66	8	25	11	16	31	10	29	32
100128252	6	45	11	16	0	9	18	14	8	13
105372471	3	0	4	3	0	0	6	2	0	3
57573	23	57	33	45	6	25	71	18	54	21
101928982	1	0	0	0	0	0	7	0	1	1
140612	36	47	17	38	19	28	90	21	37	57
112268241	0	11	0	12	1	16	16	2	22	10
388566	51	148	65	68	51	73	101	24	117	65
58491	168	212	60	131	161	172	193	41	212	123
114818278	6	13	4	10	14	10	17	3	22	14
147670	0	0	1	3	4	0	4	0	2	8
90485	89	87	35	85	29	93	61	17	129	75
105372473	0	3	0	0	1	0	0	0	5	0
105372472	0	0	0	0	0	0	0	0	0	0
101929059	1	0	0	0	2	0	0	0	0	1
23619	15	20	4	9	7	0	19	10	7	16
5178	54	86	27	37	25	5	96	24	53	76
100169890	14	11	2	2	1	2	0	0	5	5
100073347	0	0	0	0	0	0	0	0	0	0
105372475	0	0	0	0	0	0	0	0	0	0
57663	0	0	0	0	0	0	0	0	0	0
114026	0	0	0	0	0	0	0	0	0	0
503835	0	0	0	0	0	0	0	0	0	2
9422	692	1084	255	679	883	582	903	299	859	709
6795	27	77	7	2	23	12	6	0	12	16
390980	179	239	84	222	431	69	197	79	184	186
105372476	49	28	23	29	56	11	39	14	24	29
10794	1051	1338	292	523	1381	508	1073	225	932	675
125919	191	220	56	144	138	132	97	29	208	121
57343	70	169	37	80	140	81	103	15	159	85
284306	10	18	6	22	34	11	33	3	24	10
10597	0	12	3	7	22	2	25	5	14	4
147694	169	229	51	143	290	79	172	54	270	158
7565	52	86	5	53	65	39	104	34	124	62
388567	57	104	13	64	59	49	71	3	92	38
57191	22	9	25	22	38	2	9	7	38	39
400720	70	163	38	88	170	94	73	41	181	103
79744	91	86	28	55	99	27	32	1	122	32
374928	40	53	14	21	54	15	41	17	94	32
256051	40	83	11	75	23	51	92	18	130	73
162972	213	407	70	104	146	65	67	44	212	119
55659	27	64	15	33	57	18	47	17	69	21
284307	51	55	11	57	22	36	151	3	143	56
348327	59	57	28	21	31	26	18	8	71	41
7693	127	247	96	117	235	170	94	23	183	111
10520	139	186	22	113	174	60	125	39	165	70
201516	0	11	0	0	8	0	0	0	8	0
90233	69	195	22	49	105	56	78	31	131	53
7710	197	304	59	201	84	81	267	51	413	126
79891	110	91	9	130	40	49	128	9	210	59
284309	145	315	38	125	198	97	165	21	185	119
54807	490	2384	293	363	200	426	510	117	665	216
79818	104	217	54	187	150	71	96	118	170	99
2282	23	51	6	19	38	13	19	22	29	19
100293516	131	241	73	111	144	99	81	65	180	86
84914	1561	1700	714	1367	1778	863	1094	562	2045	987
100874260	39	30	35	43	64	26	50	14	58	45
730051	144	160	58	130	99	65	91	74	251	94
147687	344	518	115	303	265	182	324	90	425	236
147686	229	378	143	146	46	423	195	37	330	180
10172	24	61	12	19	34	18	51	1	49	13
147685	3	16	1	9	4	0	10	1	9	11
80095	111	195	24	106	142	65	122	60	127	145
100128398	25	24	11	22	15	14	11	5	27	12
105372478	0	0	0	0	0	0	0	0	0	0
284312	17	10	0	13	0	10	19	7	7	6
7694	116	143	31	87	30	123	176	32	90	89
65982	1110	811	360	922	346	675	1407	439	1159	868
79673	331	410	80	382	411	254	373	77	399	325
10782	452	669	65	280	384	211	296	77	451	171
105372479	0	0	0	2	3	0	0	0	1	1
27300	527	941	433	407	433	622	348	119	601	412
105372482	46	55	0	36	33	9	51	7	47	10
7554	342	682	114	377	464	267	520	94	320	371
108903150	189	296	68	140	256	141	191	27	168	176
105372481	66	59	17	26	75	31	39	6	40	33
105372480	12	21	9	8	24	6	16	2	15	13
342945	73	127	26	92	62	42	75	46	116	71
102465484	0	0	0	0	0	0	0	0	0	0
1	126	55	10	91	33	59	144	11	134	51
503538	33	59	11	55	12	42	40	4	69	31
162968	101	98	20	79	29	124	199	54	100	97
105372483	15	9	0	8	3	18	32	5	15	25
116412	89	94	46	74	48	62	144	100	90	74
105372484	0	1	3	7	3	0	20	0	1	1
100616168	4	9	0	0	1	0	0	0	2	2
6193	1634	4032	1279	1352	3540	1035	1495	1147	2269	1618
113218487	440	920	302	379	1050	344	389	247	605	404
646862	3	30	0	1	3	5	7	0	4	0
110806301	0	5	0	5	0	2	0	0	0	1
201514	154	299	68	154	131	180	194	68	176	140
7691	72	159	36	85	30	68	47	32	134	71
388569	263	402	98	202	233	216	351	136	212	202
25799	577	624	195	475	321	372	605	207	576	410
55663	204	296	78	247	227	144	264	163	206	236
112268251	22	23	10	23	21	17	33	16	26	17
10998	41	60	12	42	30	23	52	30	22	46
105372485	1	39	0	14	4	7	2	7	8	13
84878	115	251	43	78	56	126	78	36	97	72
105372486	43	57	13	23	8	9	5	1	14	12
10155	1939	2413	821	1410	1981	1251	2130	1009	1593	1336
102465976	0	0	0	1	0	1	0	2	0	0
27243	148	250	42	121	350	71	122	109	99	147
9040	102	298	29	77	141	44	121	38	60	69
100131691	161	177	62	97	77	111	135	75	134	90
7593	437	659	112	319	283	369	419	219	418	321
65996	443	729	260	362	387	295	524	173	234	417
107987272	9	6	0	7	5	11	8	1	2	10
245938	0	0	0	0	0	0	0	0	0	0
81623	0	0	0	0	0	0	0	0	0	0
140850	0	0	0	0	0	0	0	0	0	0
245939	0	0	0	0	0	0	0	0	0	0
140881	0	0	0	0	0	0	0	0	0	0
400830	0	0	0	0	0	0	0	0	2	0
140680	36	40	15	24	26	28	27	9	34	35
85364	173	217	63	141	85	115	177	49	229	131
100507459	44	39	61	61	60	28	61	25	97	44
6666	128	159	37	84	50	94	145	106	69	84
